period,partner,value_usd_bn,qty_mt,value_per_mt_usd
202001,Russian Federation,3.8222,7.4638,512.11
202001,Saudi Arabia,3.7239,7.3111,509.35
202001,Iraq,2.9774,6.2286,478.01
202001,Brazil,2.056,4.2251,486.62
202001,Angola,1.717,3.3879,506.79
202001,Oman,1.5278,2.9991,509.42
202001,Kuwait,1.203,2.3997,501.3
202001,Malaysia,0.8481,1.9941,425.28
202001,United Arab Emirates,0.8016,1.6551,484.35
202001,Norway,0.7135,1.4091,506.37
202001,Colombia,0.4787,1.0487,456.46
202001,Libya,0.397,0.727,546.02
202001,Gabon,0.3401,0.6647,511.72
202001,United Kingdom,0.3312,0.5961,555.61
202001,Ghana,0.3147,0.6305,499.06
202001,Iran,0.265,0.518,511.56
202001,Congo,0.2492,0.5076,490.87
202001,Kazakhstan,0.1653,0.3034,544.66
202001,South Sudan,0.1631,0.3065,532.02
202001,Canada,0.1474,0.3506,420.32
202001,Ecuador,0.1166,0.2603,447.88
202001,Yemen,0.0888,0.1618,548.72
202001,Australia,0.0805,0.1613,499.38
202001,Argentina,0.0728,0.144,505.35
202001,Equatorial Guinea,0.068,0.1313,517.68
202001,Qatar,0.0649,0.1309,496.08
202001,Nigeria,0.0617,0.1261,489.53
202001,Egypt,0.0444,0.0816,543.83
202001,Indonesia,0.0427,0.102,418.61
202001,Thailand,0.0176,0.0363,484.06
202001,Mongolia,0.0156,0.0345,451.82
202002,Saudi Arabia,3.7518,7.432,504.82
202002,Russian Federation,3.2168,6.5888,488.22
202002,Iraq,2.1567,4.3968,490.51
202002,Brazil,1.582,3.4338,460.72
202002,Oman,1.5177,2.9772,509.78
202002,Angola,1.3834,2.9249,472.96
202002,Kuwait,1.0894,2.1396,509.16
202002,United Arab Emirates,0.7718,1.6016,481.88
202002,Malaysia,0.6087,1.578,385.74
202002,Congo,0.4584,1.0022,457.44
202002,Colombia,0.3711,0.9542,388.87
202002,Norway,0.2943,0.7403,397.53
202002,United Kingdom,0.2927,0.5452,536.85
202002,Kazakhstan,0.2273,0.4164,545.83
202002,Libya,0.2199,0.4006,548.93
202002,Equatorial Guinea,0.1801,0.3597,500.62
202002,Gabon,0.1776,0.3822,464.69
202002,Yemen,0.1739,0.3497,497.26
202002,Thailand,0.0822,0.1865,440.71
202002,Iran,0.0782,0.1502,520.66
202002,Ecuador,0.0719,0.151,476.03
202002,Egypt,0.071,0.1346,527.22
202002,Nigeria,0.0708,0.1311,540.28
202002,Australia,0.0687,0.1321,520.2
202002,Algeria,0.0677,0.1347,502.56
202002,Viet Nam,0.0663,0.1225,541.39
202002,Côte d'Ivoire,0.0636,0.1312,484.57
202002,Ghana,0.0635,0.1267,501.26
202002,South Sudan,0.0451,0.0869,518.94
202002,Qatar,0.0348,0.0659,528.05
202002,Mexico,0.03,0.0656,456.66
202002,Canada,0.029,0.0695,417.1
202002,Chad,0.0281,0.0564,497.91
202002,Mongolia,0.0059,0.0138,431.44
202003,Saudi Arabia,3.0622,7.2094,424.75
202003,Russian Federation,2.7707,7.0202,394.68
202003,Iraq,2.2297,5.5987,398.25
202003,Angola,1.7483,3.9895,438.24
202003,Brazil,1.2876,3.2454,396.75
202003,Oman,0.9871,2.2811,432.73
202003,Kuwait,0.8043,1.9657,409.16
202003,United Arab Emirates,0.6036,1.6273,370.91
202003,Norway,0.4493,1.292,347.78
202003,United Kingdom,0.4406,0.9286,474.43
202003,Colombia,0.3808,1.0595,359.43
202003,Congo,0.3247,0.7482,433.91
202003,Gabon,0.25,0.5351,467.23
202003,Malaysia,0.2441,1.0512,232.24
202003,Ghana,0.219,0.5111,428.4
202003,Kazakhstan,0.1883,0.4041,465.87
202003,Iran,0.1093,0.2558,427.18
202003,Ecuador,0.1088,0.3308,328.83
202003,Equatorial Guinea,0.0764,0.1998,382.39
202003,Nigeria,0.0682,0.134,508.46
202003,Algeria,0.0652,0.1308,498.64
202003,Cameroon,0.0608,0.1341,453.73
202003,Viet Nam,0.0513,0.1175,436.53
202003,Australia,0.0379,0.0749,506.56
202003,Yemen,0.0312,0.0742,420.0
202003,Qatar,0.0276,0.0651,424.07
202003,Mexico,0.0251,0.0657,381.47
202003,Egypt,0.0188,0.0404,466.33
202003,Mongolia,0.0004,0.0023,191.13
202003,USA,0.0,0.0,11944.44
202004,Russian Federation,1.9747,7.2035,274.13
202004,Saudi Arabia,1.2881,5.1645,249.42
202004,Oman,1.185,3.8338,309.09
202004,Iraq,1.1097,3.9828,278.62
202004,Angola,0.9298,3.4038,273.16
202004,United Arab Emirates,0.8367,3.0778,271.86
202004,Brazil,0.5998,2.2411,267.64
202004,Norway,0.506,1.5834,319.58
202004,Kuwait,0.4546,1.571,289.39
202004,Colombia,0.3354,1.5321,218.88
202004,Malaysia,0.2778,1.5733,176.56
202004,Congo,0.1512,0.623,242.61
202004,Kazakhstan,0.142,0.5522,257.23
202004,United Kingdom,0.1369,0.3895,351.59
202004,Iran,0.1094,0.519,210.71
202004,Nigeria,0.0882,0.2745,321.2
202004,Gabon,0.0861,0.2981,288.75
202004,Algeria,0.0727,0.1389,522.96
202004,Ecuador,0.0714,0.3641,196.1
202004,Ghana,0.0695,0.2582,269.31
202004,Yemen,0.0692,0.2705,255.98
202004,Qatar,0.069,0.2514,274.45
202004,Indonesia,0.0492,0.267,184.42
202004,Equatorial Guinea,0.0436,0.1885,231.41
202004,Chad,0.0406,0.1401,289.83
202004,South Sudan,0.0394,0.2142,184.0
202004,Canada,0.0391,0.1722,227.12
202004,Thailand,0.0204,0.0725,282.05
202004,Egypt,0.0192,0.1002,192.09
202004,Libya,0.0174,0.0601,289.52
202004,Australia,0.0116,0.0423,273.58
202004,Viet Nam,0.0116,0.039,297.66
202004,Mongolia,0.002,0.0128,154.38
202005,Saudi Arabia,1.6612,9.165,181.25
202005,Russian Federation,1.5437,7.7066,200.3
202005,Iraq,1.3492,6.9636,193.75
202005,Oman,0.7837,3.2431,241.66
202005,United Arab Emirates,0.709,3.248,218.29
202005,Angola,0.6406,2.9254,218.97
202005,Brazil,0.5328,2.3326,228.43
202005,Kuwait,0.3863,2.2157,174.34
202005,Azerbaijan,0.2829,1.2273,230.52
202005,United Kingdom,0.1945,0.9565,203.4
202005,Gabon,0.1777,0.7556,235.12
202005,Malaysia,0.1694,1.0035,168.81
202005,Colombia,0.1549,0.9039,171.32
202005,USA,0.1347,0.5497,245.05
202005,Congo,0.1199,0.6492,184.7
202005,Qatar,0.0987,0.4683,210.7
202005,Ghana,0.0929,0.3913,237.38
202005,Australia,0.086,0.2786,308.74
202005,Norway,0.0627,0.2559,245.12
202005,Chad,0.0624,0.2654,235.1
202005,Egypt,0.0599,0.2772,216.2
202005,Indonesia,0.0543,0.306,177.56
202005,Iran,0.0512,0.2569,199.15
202005,Kazakhstan,0.0423,0.293,144.21
202005,Canada,0.0402,0.1704,236.03
202005,Cameroon,0.0379,0.2613,145.18
202005,Equatorial Guinea,0.0375,0.1921,195.27
202005,Guyana,0.0344,0.1313,262.36
202005,Viet Nam,0.0335,0.1606,208.91
202005,Nigeria,0.0215,0.1042,206.34
202005,Yemen,0.021,0.0747,280.69
202005,South Sudan,0.0177,0.0821,215.48
202005,Papua New Guinea,0.0126,0.0385,326.71
202005,Ecuador,0.0072,0.0363,198.34
202005,Thailand,0.0052,0.0381,136.58
202005,Turkmenistan,0.0041,0.0115,357.66
202005,Mongolia,0.0036,0.0236,151.67
202006,Saudi Arabia,1.9436,8.886,218.72
202006,Russian Federation,1.8771,7.9766,235.32
202006,Brazil,1.3213,4.9738,265.66
202006,Iraq,1.2518,6.0118,208.22
202006,Angola,1.1297,4.4379,254.56
202006,Oman,0.7768,2.9774,260.88
202006,Kuwait,0.6422,3.1238,205.57
202006,United Arab Emirates,0.6063,2.5483,237.93
202006,Norway,0.3977,1.4159,280.9
202006,Kazakhstan,0.2795,1.2948,215.83
202006,Colombia,0.219,1.0289,212.85
202006,Congo,0.186,0.7782,238.95
202006,Qatar,0.1828,0.7017,260.5
202006,Azerbaijan,0.1577,0.7299,216.0
202006,Malaysia,0.1448,0.5718,253.28
202006,USA,0.1444,0.5866,246.19
202006,Canada,0.1438,0.6686,215.12
202006,United Kingdom,0.1395,0.5249,265.81
202006,Equatorial Guinea,0.1132,0.413,274.03
202006,Ghana,0.104,0.3935,264.26
202006,Gabon,0.0826,0.3129,263.9
202006,Nigeria,0.0799,0.3959,201.72
202006,Viet Nam,0.0773,0.2769,279.29
202006,Australia,0.0733,0.2472,296.58
202006,Indonesia,0.0649,0.2246,288.78
202006,Dem. Rep. of the Congo,0.0363,0.1191,304.89
202006,Türkiye,0.0363,0.1324,273.78
202006,Libya,0.0361,0.1159,311.37
202006,Cameroon,0.0321,0.1328,241.92
202006,Guyana,0.0317,0.1374,231.1
202006,Thailand,0.0311,0.1204,258.38
202006,Chad,0.0293,0.1322,221.61
202006,Ecuador,0.0286,0.1232,231.98
202006,Argentina,0.0271,0.1499,180.54
202006,Denmark,0.0264,0.0975,270.9
202006,Sudan,0.0247,0.0819,301.37
202006,Egypt,0.0215,0.0831,258.53
202006,Yemen,0.0207,0.074,280.0
202006,Brunei Darussalam,0.0165,0.0771,214.12
202006,Mexico,0.0126,0.068,185.04
202006,Mongolia,0.0043,0.0253,171.02
202007,Russian Federation,2.206,7.3806,298.89
202007,Iraq,1.5547,5.7895,268.55
202007,Saudi Arabia,1.4424,5.3587,269.16
202007,Brazil,1.3263,4.5912,288.87
202007,Angola,1.0509,3.5995,291.97
202007,USA,1.0478,3.6643,285.95
202007,United Arab Emirates,1.0327,3.5331,292.28
202007,Oman,0.9157,3.4392,266.25
202007,Kuwait,0.5823,2.1616,269.37
202007,Norway,0.3756,1.2671,296.43
202007,Colombia,0.3458,1.3718,252.1
202007,Congo,0.3347,1.1554,289.71
202007,Nigeria,0.3165,1.0973,288.44
202007,Gabon,0.2718,0.7869,345.32
202007,United Kingdom,0.1938,0.6151,315.01
202007,Canada,0.1921,0.7349,261.41
202007,Ghana,0.1716,0.5245,327.17
202007,Qatar,0.1654,0.5597,295.51
202007,Iran,0.1353,0.499,271.17
202007,South Sudan,0.1317,0.4223,311.9
202007,Ecuador,0.1282,0.5066,253.03
202007,Equatorial Guinea,0.1097,0.3181,344.81
202007,Australia,0.1029,0.3391,303.48
202007,Malaysia,0.1027,0.3826,268.48
202007,Viet Nam,0.0849,0.2521,336.78
202007,Chad,0.0423,0.1318,321.13
202007,Cameroon,0.0382,0.1337,285.9
202007,Libya,0.0377,0.116,325.12
202007,Indonesia,0.0262,0.0808,324.7
202007,Kazakhstan,0.0251,0.0989,253.69
202007,Mongolia,0.0153,0.0611,250.97
202007,Thailand,0.0103,0.0381,270.09
202007,Philippines,0.0082,0.0287,287.06
202008,Russian Federation,1.8383,5.7993,316.98
202008,Saudi Arabia,1.6741,5.2605,318.23
202008,Iraq,1.4568,4.5968,316.92
202008,United Arab Emirates,1.3861,4.2036,329.74
202008,Brazil,1.3269,4.1455,320.09
202008,Angola,0.9545,2.9904,319.18
202008,Kuwait,0.8393,2.5574,328.18
202008,Oman,0.8155,2.5841,315.57
202008,USA,0.6988,2.222,314.5
202008,Norway,0.4536,1.4121,321.24
202008,United Kingdom,0.4394,1.3151,334.15
202008,Congo,0.3989,1.1686,341.3
202008,Qatar,0.393,1.13,347.79
202008,Nigeria,0.3249,0.9728,334.02
202008,Ecuador,0.254,0.8586,295.87
202008,Malaysia,0.2437,0.8164,298.48
202008,Colombia,0.2073,0.8912,232.55
202008,Equatorial Guinea,0.19,0.5841,325.23
202008,Gabon,0.1771,0.5018,352.92
202008,Yemen,0.1632,0.4805,339.6
202008,Canada,0.1258,0.5181,242.83
202008,South Sudan,0.0832,0.247,337.01
202008,Egypt,0.0768,0.2294,334.86
202008,Ghana,0.0621,0.2593,239.35
202008,Indonesia,0.0578,0.1716,337.01
202008,Viet Nam,0.0577,0.1538,375.15
202008,Kazakhstan,0.0516,0.1468,351.26
202008,Cameroon,0.0461,0.1339,344.52
202008,Dem. Rep. of the Congo,0.0452,0.1245,363.14
202008,Chad,0.0444,0.133,334.15
202008,Côte d'Ivoire,0.0427,0.1321,322.99
202008,Guyana,0.0363,0.1023,355.37
202008,Turkmenistan,0.0347,0.097,357.27
202008,Australia,0.0339,0.108,314.06
202008,Thailand,0.028,0.0777,360.45
202008,Sudan,0.0269,0.078,344.76
202008,Papua New Guinea,0.0261,0.0783,332.85
202008,Argentina,0.0205,0.071,288.56
202008,Mexico,0.0172,0.0653,263.88
202008,Mongolia,0.0155,0.0565,274.68
202009,Saudi Arabia,2.6368,7.7858,338.67
202009,Russian Federation,2.4546,7.4774,328.27
202009,Brazil,1.4709,4.4953,327.21
202009,USA,1.3519,3.8952,347.05
202009,Oman,1.2349,3.6414,339.13
202009,Iraq,1.204,3.6548,329.43
202009,United Arab Emirates,1.136,3.4874,325.75
202009,Angola,1.1153,3.345,333.42
202009,Kuwait,0.5935,1.8076,328.33
202009,Qatar,0.4504,1.3057,344.95
202009,Colombia,0.2909,0.9834,295.87
202009,Norway,0.2422,0.8089,299.4
202009,Iran,0.2247,0.6781,331.37
202009,Congo,0.2208,0.6431,343.32
202009,Gabon,0.2139,0.6087,351.4
202009,Malaysia,0.1513,0.4413,342.74
202009,Viet Nam,0.1374,0.361,380.53
202009,Ecuador,0.124,0.4011,309.06
202009,South Sudan,0.1158,0.3339,346.85
202009,Azerbaijan,0.1032,0.2755,374.76
202009,Nigeria,0.1002,0.3147,318.46
202009,Ghana,0.0927,0.2576,359.9
202009,Cameroon,0.0867,0.2673,324.52
202009,Chad,0.0858,0.2699,317.78
202009,Canada,0.0663,0.2951,224.86
202009,Equatorial Guinea,0.0517,0.1379,374.91
202009,Indonesia,0.0503,0.1428,352.46
202009,Rep. of Korea,0.0461,0.13,354.46
202009,Guyana,0.0441,0.1315,335.06
202009,Mongolia,0.0196,0.0756,259.69
202009,Kazakhstan,0.0047,0.0163,290.27
202010,Russian Federation,2.0052,6.5578,305.77
202010,Saudi Arabia,1.9371,5.9372,326.26
202010,Iraq,1.423,4.6133,308.44
202010,Angola,1.1366,3.5213,322.78
202010,Brazil,1.0662,3.2417,328.91
202010,Oman,1.0268,3.1146,329.67
202010,United Arab Emirates,0.945,2.8237,334.67
202010,Kuwait,0.7533,2.3819,316.28
202010,USA,0.5382,1.6254,331.13
202010,Norway,0.4335,1.3821,313.64
202010,Colombia,0.3226,1.1192,288.24
202010,Ecuador,0.254,0.8752,290.21
202010,Qatar,0.2504,0.7673,326.36
202010,Malaysia,0.2072,0.7044,294.17
202010,Congo,0.1582,0.5218,303.17
202010,Ghana,0.1262,0.3779,333.92
202010,Gabon,0.1208,0.381,317.15
202010,South Sudan,0.0872,0.2428,359.28
202010,Iran,0.0825,0.2634,313.39
202010,Yemen,0.0822,0.2748,299.0
202010,Guyana,0.0798,0.2627,303.86
202010,Viet Nam,0.0752,0.2223,338.39
202010,Nigeria,0.0741,0.2092,353.97
202010,Azerbaijan,0.0469,0.1229,381.96
202010,Egypt,0.0466,0.1384,336.36
202010,Chad,0.0463,0.1326,349.23
202010,Dem. Rep. of the Congo,0.0435,0.1244,350.0
202010,Cameroon,0.0432,0.1391,310.29
202010,Equatorial Guinea,0.0299,0.0901,331.58
202010,Mexico,0.0238,0.0894,266.63
202010,Canada,0.0229,0.0811,281.85
202010,Mongolia,0.0164,0.0653,251.57
202010,Kazakhstan,0.0108,0.0415,259.11
202010,United Kingdom,0.0069,0.0255,271.97
202011,Saudi Arabia,2.6382,8.4801,311.1
202011,Russian Federation,1.8547,6.1047,303.81
202011,Oman,1.5832,5.1056,310.09
202011,Iraq,1.5375,5.0987,301.56
202011,USA,1.2154,3.6121,336.48
202011,Angola,1.0786,3.4222,315.17
202011,Brazil,1.0049,3.1567,318.34
202011,United Arab Emirates,0.8561,2.617,327.15
202011,Kuwait,0.6046,1.9898,303.87
202011,Malaysia,0.4333,1.3542,319.99
202011,Congo,0.2578,0.8613,299.29
202011,Qatar,0.207,0.6248,331.31
202011,Equatorial Guinea,0.1361,0.4085,333.07
202011,Norway,0.1039,0.3136,331.41
202011,Colombia,0.0965,0.3378,285.61
202011,Iran,0.0775,0.2597,298.47
202011,Gabon,0.0774,0.2512,308.16
202011,Ecuador,0.0733,0.2784,263.35
202011,Cameroon,0.0547,0.135,405.25
202011,Chad,0.0407,0.132,308.58
202011,Ghana,0.0402,0.1258,319.34
202011,Dem. Rep. of the Congo,0.0392,0.1242,315.65
202011,Viet Nam,0.0349,0.1025,340.66
202011,Egypt,0.0293,0.0997,294.2
202011,Canada,0.0225,0.0821,273.69
202011,Mongolia,0.021,0.0786,266.94
202011,Yemen,0.0208,0.0649,321.12
202011,Nigeria,0.0184,0.0475,388.71
202011,Indonesia,0.0155,0.0475,325.76
202011,Kazakhstan,0.0105,0.0416,253.38
202011,Thailand,0.0102,0.0326,314.41
202011,Azerbaijan,0.0054,0.0139,385.49
202011,Albania,0.0,0.0,29333.33
202012,Saudi Arabia,2.3061,6.9384,332.36
202012,Russian Federation,2.1241,6.1651,344.53
202012,Angola,1.2741,3.8244,333.16
202012,USA,1.2683,3.601,352.21
202012,Kuwait,1.0335,3.1836,324.61
202012,Iraq,0.9782,3.1786,307.76
202012,Brazil,0.7205,2.1516,334.85
202012,Oman,0.5416,1.6812,322.14
202012,Malaysia,0.3648,0.9922,367.71
202012,Colombia,0.3295,1.1495,286.6
202012,Norway,0.3197,0.8358,382.55
202012,United Arab Emirates,0.2446,0.7325,333.99
202012,Congo,0.1804,0.5853,308.25
202012,Iran,0.1769,0.5188,340.95
202012,Ecuador,0.1485,0.5265,282.13
202012,Gabon,0.129,0.3746,344.37
202012,Libya,0.1118,0.2771,403.4
202012,Ghana,0.0924,0.2542,363.63
202012,Indonesia,0.0604,0.1708,353.9
202012,Azerbaijan,0.0553,0.1386,399.37
202012,Nigeria,0.0486,0.126,385.38
202012,Qatar,0.0473,0.1286,367.97
202012,Egypt,0.0472,0.1387,339.99
202012,Guyana,0.0445,0.1434,310.17
202012,Dem. Rep. of the Congo,0.0414,0.1245,332.26
202012,Equatorial Guinea,0.0399,0.1251,319.22
202012,Cameroon,0.0397,0.1269,312.75
202012,Canada,0.0233,0.0796,292.71
202012,Brunei Darussalam,0.0145,0.0406,357.96
202012,Thailand,0.0137,0.0402,341.49
202012,Kazakhstan,0.0098,0.0355,274.79
202012,Mongolia,0.0098,0.0332,294.26
202012,Australia,0.0017,0.005,341.41
202012,Chad,0.0,0.0,6521.74
202101,Saudi Arabia,2.7949,7.605,367.5
202101,Russian Federation,2.5487,6.6074,385.74
202101,Angola,1.5535,3.963,392.01
202101,Iraq,1.5433,4.2729,361.19
202101,Oman,1.3305,3.6373,365.79
202101,United Arab Emirates,1.2804,3.4121,375.27
202101,Brazil,0.89,2.1725,409.64
202101,USA,0.7686,1.9833,387.54
202101,Kuwait,0.7118,1.9737,360.65
202101,Malaysia,0.672,1.5942,421.51
202101,Norway,0.541,1.34,403.75
202101,Congo,0.4265,1.1671,365.45
202101,Colombia,0.2865,0.8302,345.09
202101,United Kingdom,0.2711,0.6849,395.86
202101,Qatar,0.2465,0.6511,378.67
202101,Libya,0.2238,0.5232,427.66
202101,Kazakhstan,0.1167,0.2948,395.82
202101,Gabon,0.098,0.2518,389.3
202101,Canada,0.0767,0.2226,344.51
202101,Yemen,0.057,0.1369,416.11
202101,Dem. Rep. of the Congo,0.0528,0.1245,423.9
202101,Egypt,0.0507,0.1296,391.09
202101,Chad,0.0499,0.1326,376.02
202101,Ghana,0.0492,0.1264,389.04
202101,Nigeria,0.0483,0.1256,384.95
202101,Cameroon,0.0448,0.127,353.0
202101,Ecuador,0.043,0.1207,356.18
202101,Mongolia,0.0408,0.1265,322.68
202101,Brunei Darussalam,0.0348,0.0787,441.84
202101,Indonesia,0.0326,0.0862,378.39
202101,Viet Nam,0.0249,0.0676,368.05
202102,Russian Federation,3.1315,7.3215,427.71
202102,Saudi Arabia,2.9806,7.4508,400.03
202102,Iraq,2.2922,5.7828,396.38
202102,Oman,1.7044,4.1768,408.07
202102,Angola,1.1776,2.7795,423.68
202102,Brazil,1.1758,2.709,434.05
202102,Kuwait,0.9001,2.2356,402.63
202102,United Arab Emirates,0.7506,1.8271,410.79
202102,Norway,0.7427,1.6262,456.71
202102,USA,0.5638,1.4376,392.22
202102,Libya,0.415,0.9647,430.24
202102,Ecuador,0.4044,1.068,378.68
202102,Malaysia,0.362,0.8722,415.07
202102,Colombia,0.2899,0.8064,359.52
202102,Congo,0.2556,0.6068,421.28
202102,Qatar,0.1863,0.4741,392.96
202102,United Kingdom,0.1656,0.3933,421.06
202102,Kazakhstan,0.1408,0.3057,460.69
202102,Equatorial Guinea,0.137,0.3099,441.87
202102,Nigeria,0.1323,0.27,489.74
202102,Gabon,0.112,0.2492,449.59
202102,Indonesia,0.1115,0.2554,436.52
202102,Canada,0.075,0.2353,318.92
202102,Yemen,0.057,0.1369,416.24
202102,Cameroon,0.0556,0.137,405.55
202102,Ghana,0.0551,0.1261,437.02
202102,Viet Nam,0.0469,0.1031,455.51
202102,Australia,0.0418,0.0751,556.91
202102,South Sudan,0.0368,0.0779,472.95
202102,Egypt,0.0259,0.0538,482.27
202102,Mongolia,0.0258,0.065,396.97
202102,Thailand,0.0159,0.0407,391.8
202103,Russian Federation,3.5273,7.4374,474.27
202103,Saudi Arabia,3.4811,7.8374,444.17
202103,Brazil,1.9223,4.0087,479.52
202103,Oman,1.6106,3.6549,440.67
202103,Iraq,1.5982,3.6208,441.41
202103,Angola,1.4726,3.1214,471.78
202103,United Arab Emirates,1.3768,3.026,454.98
202103,Kuwait,1.1478,2.5439,451.2
202103,United Kingdom,0.8783,1.8396,477.44
202103,Malaysia,0.8535,1.8772,454.68
202103,Norway,0.8453,1.8082,467.49
202103,USA,0.659,1.3569,485.68
202103,Qatar,0.5007,1.0343,484.11
202103,Congo,0.4853,1.0886,445.82
202103,Colombia,0.3033,0.7473,405.88
202103,Canada,0.2555,0.5984,426.92
202103,Nigeria,0.2091,0.4251,491.96
202103,Libya,0.198,0.3863,512.61
202103,Gabon,0.1782,0.3847,463.34
202103,Kazakhstan,0.1462,0.3009,485.96
202103,Ecuador,0.1412,0.323,437.1
202103,Azerbaijan,0.1397,0.2766,505.04
202103,Cameroon,0.1189,0.2633,451.46
202103,Equatorial Guinea,0.1177,0.2673,440.3
202103,Mexico,0.1056,0.2626,402.22
202103,Indonesia,0.0718,0.1571,456.65
202103,Yemen,0.0639,0.1303,490.0
202103,Chad,0.0622,0.132,471.39
202103,Ghana,0.0606,0.1247,485.92
202103,Dem. Rep. of the Congo,0.0598,0.1242,481.56
202103,Côte d'Ivoire,0.0581,0.1311,442.89
202103,Viet Nam,0.0547,0.1067,513.01
202103,South Sudan,0.0369,0.078,473.56
202103,Egypt,0.0282,0.0667,422.22
202103,Mongolia,0.0264,0.0604,437.49
202103,Thailand,0.019,0.0385,495.06
202103,Albania,0.0,0.0,14033.9
202104,Saudi Arabia,3.0687,6.4694,474.33
202104,Russian Federation,3.0166,6.2987,478.93
202104,Iraq,2.0925,4.4483,470.4
202104,Oman,1.6345,3.5292,463.14
202104,Angola,1.4905,3.1234,477.19
202104,Brazil,1.3699,2.7993,489.38
202104,Kuwait,1.2796,2.6845,476.66
202104,United Arab Emirates,0.8884,1.8579,478.18
202104,Norway,0.7431,1.526,486.94
202104,USA,0.4575,0.9279,493.02
202104,Colombia,0.4188,0.9635,434.67
202104,Malaysia,0.3465,0.761,455.28
202104,Libya,0.2929,0.5602,522.92
202104,Ecuador,0.2554,0.5619,454.49
202104,Congo,0.243,0.5079,478.46
202104,Qatar,0.225,0.4112,547.25
202104,United Kingdom,0.2113,0.4058,520.82
202104,Gabon,0.2022,0.3863,523.28
202104,Ghana,0.1969,0.3867,509.18
202104,Kazakhstan,0.1569,0.3026,518.5
202104,Canada,0.1253,0.2853,439.16
202104,Nigeria,0.0896,0.1684,532.42
202104,South Africa,0.0704,0.1385,508.59
202104,South Sudan,0.0661,0.1301,507.73
202104,Cameroon,0.0632,0.1332,474.35
202104,Guyana,0.0627,0.1322,473.9
202104,Dem. Rep. of the Congo,0.0623,0.1242,501.32
202104,Viet Nam,0.0566,0.1102,513.63
202104,Equatorial Guinea,0.0441,0.0898,491.6
202104,Thailand,0.0392,0.0833,471.03
202104,Mongolia,0.0181,0.0422,428.74
202105,Saudi Arabia,3.4722,7.193,482.72
202105,Russian Federation,2.5752,5.4372,473.63
202105,Iraq,2.0704,4.4856,461.56
202105,Oman,2.0191,4.1441,487.23
202105,Angola,1.6442,3.266,503.42
202105,Brazil,1.3623,2.7405,497.12
202105,United Arab Emirates,1.182,2.4246,487.49
202105,Kuwait,1.1279,2.3437,481.26
202105,Norway,0.7597,1.5047,504.84
202105,USA,0.5528,1.0741,514.65
202105,Malaysia,0.4785,1.039,460.55
202105,Libya,0.4378,0.8575,510.58
202105,Congo,0.4292,0.9007,476.55
202105,Colombia,0.3306,0.7329,451.04
202105,Qatar,0.2767,0.512,540.47
202105,United Kingdom,0.2708,0.5106,530.33
202105,Kazakhstan,0.158,0.3041,519.54
202105,Yemen,0.14,0.2742,510.48
202105,Canada,0.099,0.2267,436.55
202105,Equatorial Guinea,0.0724,0.1349,536.64
202105,Ghana,0.067,0.126,531.73
202105,Cameroon,0.0648,0.1369,473.29
202105,Guyana,0.0526,0.1019,516.22
202105,South Sudan,0.0417,0.0781,532.96
202105,Ecuador,0.0407,0.0974,418.26
202105,Mongolia,0.0393,0.0947,415.16
202105,Indonesia,0.0344,0.071,484.82
202105,Egypt,0.0298,0.067,445.2
202105,Algeria,0.0239,0.0398,600.49
202105,Viet Nam,0.0215,0.0423,509.15
202106,Saudi Arabia,3.606,7.1987,500.92
202106,Russian Federation,3.3326,6.654,500.84
202106,Oman,1.9231,3.8336,501.64
202106,Angola,1.8665,3.6807,507.11
202106,Iraq,1.6889,3.484,484.77
202106,Kuwait,1.1911,2.4004,496.2
202106,Brazil,1.1832,2.3517,503.11
202106,United Arab Emirates,0.8739,1.734,503.95
202106,USA,0.7211,1.4231,506.72
202106,Malaysia,0.5885,1.1692,503.34
202106,Qatar,0.4679,0.8438,554.48
202106,Norway,0.4545,0.8301,547.54
202106,Congo,0.3986,0.78,510.98
202106,Colombia,0.3772,0.8132,463.82
202106,United Kingdom,0.348,0.6468,537.93
202106,Kazakhstan,0.3452,0.6647,519.35
202106,Canada,0.1901,0.4303,441.88
202106,Gabon,0.1285,0.2572,499.47
202106,Ecuador,0.1277,0.2917,437.63
202106,Libya,0.0959,0.1835,522.44
202106,Dem. Rep. of the Congo,0.0642,0.1216,527.88
202106,Thailand,0.0456,0.0841,542.09
202106,South Sudan,0.0442,0.0779,568.15
202106,Mongolia,0.0274,0.0568,481.88
202106,Viet Nam,0.0215,0.0404,532.51
202106,Albania,0.0,0.0,18000.0
202107,Saudi Arabia,3.533,6.6682,529.82
202107,Russian Federation,3.5239,6.6383,530.85
